,Type,Item,NumObs,TotCnt,TotMod,AvgCnt,AvgMod,Tstat,AvgErr,PctErr,PctRMSE,MAPE,CorrCoef,SumSqErr,MeanSqErr,Miles,kVMT,kVHT_FF,kVHT_CTime
36,AADT > 60k,FSUTMS RMSE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,AADT < 10k,FSUTMS Pct Error,348,1112245.7434959998,1284560.985596755,3196.1084583218385,3701.9048576275363,2.4750945087268907,505.79639930569783,15.825382833574844,58.598275080541534,58.1557657518316,0.788945930506186,1217144542.2509665,3507621.1592246876,101.70019476098602,289.3932173273662,502.6063835453825,539.167756806864
38,AADT 10k to 30k,FSUTMS Pct Error,32,498644.40884000005,542679.0145878214,15582.637776250001,16958.71920586942,0.9784311233088567,1376.0814296194185,8.830863229823311,27.217184372503567,23.706762521386068,0.7702717943373202,575596732.3410975,17987397.885659296,7.966999999999999,140.48511323724424,192.37243059542135,233.51679066333793
39,AADT 30k to 50k,FSUTMS Pct Error,5,158328.0044,179280.05645090717,31665.60088,35856.011290181435,1.5281835432295763,4190.410410181434,13.233320365722468,18.843948882225803,14.550199273370293,0.9491776369409559,178028407.2147175,35605681.4429435,3.4050000000000002,126.28692112985725,124.58371329177676,135.6986574544179
40,AADT 50k to 65k,FSUTMS Pct Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,AADT 65k to 75k,FSUTMS Pct Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,AADT > 75k,FSUTMS Pct Error,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Freeways,FSUTMS Pct Error,9,234867.3111,257900.14593542376,26096.367899999997,28655.57177060264,0.6108874383501778,2559.2038706026433,9.806743530016847,17.414862601573667,10.793720345468719,0.9524130580262591,185884315.59778327,20653812.84419814,5.374999999999999,167.31624136928642,163.2000962334322,175.8629630004597
44,Arterials,FSUTMS Pct Error,155,944353.589717,1018172.0383311138,6092.603804625806,6568.851860200734,0.8022523098577092,476.248055574928,7.816823001248447,42.06015011706224,44.03144289817892,0.8881408020215782,1017839286.3149768,6566705.072999851,28.901,184.97487554009848,322.98614775665015,369.32734434735715
45,Collectors,FSUTMS Pct Error,169,472308.76789,550994.1480721454,2794.726437218935,3260.32040279376,1.3184298483365937,465.5939655748248,16.65973310926785,65.87499654905629,55.52009195932125,0.893437663538189,572804633.0210642,3389376.526751859,67.232194760986,176.2101168491288,283.7011865052353,311.7031709694891
46,Internal Counts,All,372,1627737.8559360001,1865314.5032425693,4375.63939767742,5027.8018955325315,1.6630009345815049,652.1624978551117,14.904393131693581,52.63923835950188,56.42909151269374,0.9255110833083486,1968231378.5253189,5305205.8720359,107.76119476098602,491.2408714595373,757.7943633444723,843.761475862091
47,External Counts,All,13,141480.3008,141205.5533929144,10883.100061538462,10861.9656456088,-0.0047361915260151115,-21.134415929662282,-0.19419481407097042,4.060200284221289,5.863473979030083,0.9992737654742705,2538303.2814625385,195254.09857404142,5.311,64.92438023493031,61.76816408810827,64.62172906252876
48,Sc 3 Deception Pass,All,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Sc 4 EW Fidalgo-Main,All,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Sc 5 NS Southwest County,All,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Sc 6 EW East Sedro-Woolley,All,1,9278.71,15573.521972870232,9278.71,15573.521972870232,,6294.811972870233,67.84145611696275,67.84145611696275,67.84145611696275,0.0,39624657.773790434,39624657.773790434,0.9159999999999999,14.265346127149133,15.56219577507178,16.055036156479932
52,Sc 7 NS Skagit River @I5,All,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Sc 8 EW Northwest County,All,3,10042.14,12177.344369389742,3347.3799999999997,4059.1147897965807,0.7045493566435411,711.734789796581,21.262443755910027,30.316019232066616,19.160778135979285,0.8978362242398368,3089410.6295708544,1029803.5431902847,0.44300000000000006,1.7740025457852826,2.6213028705907173,2.669262981911067
54,Sc 9 NS Mount Vernon,All,4,18535.83,16548.71817657804,4633.9575,4137.17954414451,-0.2911799974369033,-496.7779558554903,-10.720382218772835,36.23764901965268,26.382939495008927,0.9088495708439239,11279351.028541442,2819837.7571353605,0.71,2.810323435539332,6.744776245294397,7.3282271013142495
55,Sc 10 EW Mount Vernon,All,4,24949.11,37138.3247953138,6237.2775,9284.58119882845,1.4579266978926189,3047.3036988284493,48.85631108810613,55.85936378230158,82.81114205924716,0.9199330170714937,48555909.59860785,12138977.399651963,0.602,5.744490184621421,13.278482701346023,16.60739849970031
56,Sc 11 EW West Sedro-Woolley,All,1,14195.42427,18913.29707494718,14195.42427,18913.29707494718,,4717.872804947179,33.235165890164545,33.235165890164545,33.235165890164545,0.0,22258323.803660166,22258323.803660166,0.131,2.4776419168180803,2.9731703001816965,3.2188406074000437
57,Sc 12 EW Fidalgo Bay,All,2,33080.7894,42803.10894429642,16540.3947,21401.55447214821,0.1829274504996247,4861.15977214821,29.38962376845947,42.79352517594282,43.79224707725595,0.9999999999999998,100202339.26576187,50101169.63288093,1.011,19.158165253350735,21.058686717346315,22.252505267918515
58,Sc 13 Sedro-Woolley Cordon,All,7,46438.666482,57266.20472593522,6634.095211714286,8180.886389419317,0.3703732496046138,1546.7911777050313,23.31578200707391,50.16692624392805,54.2033922868666,0.9650127124247524,77534756.10484998,11076393.729264284,4.593999999999999,31.156584075824238,40.61908433078528,49.316527234967715
59,Sc 14 NS Bow Hill Rd,All,4,6824.2905599999995,5670.129267273065,1706.0726399999999,1417.5323168182663,-0.2709370015475049,-288.5403231817336,-16.91254618453606,55.7226129105266,54.98589331448302,0.7741361693684523,3615080.5102621154,903770.1275655288,5.4350000000000005,6.3883369358793844,7.829931002823314,7.879503535221264
60,Sc 15 Anacortes,All,7,34088.1045,41325.79747440889,4869.729214285714,5903.685353486985,0.3630130166329276,1033.956139201271,21.23231279817538,38.765958447563094,39.03883954087658,0.951390865292111,24946447.976580717,3563778.282368674,1.7119999999999997,6.959815251503195,12.154028345545633,13.00894105809699
61,Sc 16 Outer Mount Vernon,All,5,12806.21723,11436.063284502394,2561.243446,2287.2126569004786,-0.21545982324003288,-274.03078909952137,-10.699130905634394,41.417493106978014,44.95939699666514,0.8583265626532167,5626513.196281328,1125302.6392562655,4.405,8.593673893144123,11.797096551190728,11.969031741493458
